area,UTM_X,UTM_Y
1.665399,678093.259695,5058684.67717
6.177446,665515.50466,5036664.92852
1.44335,680843.838519,5056172.96103
2.067799,631572.76038,5036784.03822
2.03775,680046.255116,5059529.70681
13.8203,662536.870103,5056116.49798
7.938597,681608.707921,5059187.49207
4.798551,652602.412206,5049471.63759
16.180999,677613.194841,5056275.32389
2.693098,663016.784357,5056638.94624
3.229252,665112.812575,5045095.96151
1.878549,683484.044192,5061412.96203
2.079101,679531.899345,5050386.5456
1.576298,657412.596173,5037443.58618
4.030901,662872.128804,5047560.93491
2.813,678180.926475,5056918.54184
5.113249,664674.171249,5050655.96523
16.4543,674015.212582,5043204.54717
7.387699,661577.303964,5057196.618
4.59135,688758.47517,5039397.45397
18.957453,678637.477089,5057298.75904
53.990437,668744.750105,5040793.1093
10.137345,664350.084537,5050354.55788
1.378399,671129.181391,5043667.46201
3.89555,640550.262848,5041404.50974
18.699595,666697.358227,5038486.60631
23.882947,663776.036985,5058619.29217
6.326852,675612.905205,5054910.33659
6.254449,656096.494579,5038785.99794
7.237153,687901.499565,5038752.24078
1.07115,650623.053839,5046501.10533
3.046749,679815.759699,5050731.9325
40.120949,674970.07793,5050449.25373
8.084598,670349.149193,5050908.45429
8.172801,665685.30545,5041880.60428
1.924399,680838.733871,5048868.14733
1.1422,676112.727499,5058607.21851
3.128802,652944.437971,5049620.93066
1.139849,665196.074062,5052557.74532
4.929702,659105.759282,5049304.31047
1.7401,674948.278552,5055874.32071
19.196205,682097.597092,5061441.67031
27.372645,677991.290663,5039531.30726
8.1991,665036.234075,5040388.6917
2.381548,682127.654447,5059415.83297
2.2364,656317.134809,5043408.46707
8.761498,679829.690626,5038950.05704
1.767899,679065.809338,5060501.03074
2.742803,648308.397768,5040745.5708
1.10945,675522.520678,5050426.20643
1.782801,673452.482934,5040314.68469
29.567896,683282.066306,5063122.35347
2.93205,658009.945243,5049704.2355
10.433851,661512.572036,5046775.07922
60.588839,667566.907078,5053147.8704
3.426699,661757.299787,5047796.84644
5.28325,625875.869726,5039514.91431
90.853603,677298.797045,5051924.25621
4.029748,662807.335722,5040059.04444
2.170349,673275.841553,5046105.6529
1.26055,679011.719126,5055707.43607
1.954149,668050.748197,5042099.61193
1.834253,653993.707979,5051749.80086
31.983947,660016.562001,5041910.67685
39.958747,667126.112722,5048861.55551
1.724698,659825.517513,5044706.8531
8,672867.897138,5053020.75427
17.928647,688122.993954,5040153.90583
1.180849,667527.131911,5046535.60183
1.38595,677374.070683,5058477.23871
3.3293,650165.434332,5042908.5636
9.767698,656497.079743,5045358.00505
5.362348,670039.93097,5049251.4208
15.534903,683410.287316,5060157.73606
36.813749,668992.550199,5053310.02208
1.6692,656324.789884,5046282.32255
10.503247,673835.005658,5046180.52937
1.389851,666185.993447,5049380.31017
1.6054,680160.18832,5051385.80558
3.070299,645241.937921,5042696.68783
10.560152,645807.282904,5041862.78623
4.5503,666006.068991,5052192.94136
20.057502,672286.759214,5058300.57652
2.899549,683916.168055,5054094.87864
3.274198,676239.71094,5055327.47189
1.66635,675935.379721,5055221.09396
13.989851,681027.910569,5049176.94263
4.024749,656979.586968,5053475.57003
3.788251,678910.908371,5056237.75465
11.053946,672502.356349,5056197.72757
2.165801,658997.411088,5045008.17106
1.950649,647853.321937,5046534.31252
25.825201,674878.171513,5044618.28938
22.1357,654953.597624,5049278.05534
1.127749,657342.949191,5042902.52686
8.280048,680131.937574,5058129.10444
